1 number of sets
#1
$1  51
0.000000000000000000e+00 1.283695510362888399e+03 -4.361570341020423215e-03 -3.642114301789501924e-03 1.894802903641538583e+00 1.833769101371787613e+00 -3.001757450602109741e-03 -9.827373650501059626e-03 1.261237767420000076e+10 2.526806621369999886e+09 5.713312310754687928e+00 5.633810488529797489e+00 1.265462943838060283e+01 5.452144532830000001e-01 7.039023117699999554e-01 1.521874917078699152e+00 0.000000000000000000e+00 -5.055409097581521280e-03 -3.355429613602849571e-03
2.093461686863870685e+00 1.285996721819220738e+03 -5.655381858046015439e-03 -3.787795469522553266e-03 1.895555272517219336e+00 1.833506518665627638e+00 -3.717271042238571872e-03 -9.974536752866787134e-03 1.264187641729999924e+10 2.527648248869999886e+09 5.727961925672255816e+00 5.630361206901816296e+00 1.266064311310025303e+01 5.456707508729999878e-01 7.029698211820000209e-01 1.523098983063738032e+00 0.000000000000000000e+00 -6.516461432882623278e-03 -3.427718730264418118e-03
3.887717917668524592e+00 1.298001542412109529e+03 -1.221474592646829178e-02 -5.918574761945172985e-03 1.890240836462848462e+00 1.828141447962434940e+00 -1.658880948718396758e-03 -8.807578801167571456e-03 1.251169505850000000e+10 2.480149313260000229e+09 5.863892307735173226e+00 5.689988088176187730e+00 1.283074837902754872e+01 5.504454699840000131e-01 6.937262793799999772e-01 1.559666158003538250e+00 0.000000000000000000e+00 -6.364672656592271910e-03 -4.271889051370239727e-03
5.681807934762431955e+00 1.264244698424977969e+03 -1.795748041024953362e-02 -5.618721279183898354e-03 1.862319801937093011e+00 1.815502362324634023e+00 6.496130149625632330e-03 5.146776820192036292e-03 1.232125201020000076e+10 2.428219917769999981e+09 5.685210282072461929e+00 5.490343964570823410e+00 1.227625634564728685e+01 5.614342221520000065e-01 6.738861936140000397e-01 1.546412645907011330e+00 0.000000000000000000e+00 -1.669249924300757887e-02 -4.643161892060981323e-03
7.475929116927104268e+00 1.201799661697667716e+03 -1.481295354870402255e-03 -8.550807176289660499e-03 1.803143198194385066e+00 1.788359610316628379e+00 3.883056282337578324e-02 1.154416866413233121e-02 1.144143774639999962e+10 2.208310035219999790e+09 5.553275775566669736e+00 5.399563154862334180e+00 1.167677635615699216e+01 5.700725571139999559e-01 6.403877197220000372e-01 1.589197540050362623e+00 0.000000000000000000e+00 1.406056291253216482e-02 -5.449478314104692564e-03
9.270050299091776580e+00 1.132394206512873780e+03 1.990445876838276007e-02 -3.779867236705647393e-03 1.681578083205889307e+00 1.786395158580198261e+00 1.165105513584789865e-01 3.850882261458660888e-02 1.095345052420000076e+10 2.086808227720000029e+09 4.689303899339837933e+00 5.408150052561595089e+00 1.026344327934671874e+01 5.857277187149999564e-01 5.847446280529999818e-01 1.572566497947574637e+00 -4.280395488900000345e+01 4.244078664594931605e-02 2.606831866728424266e-03
1.106391177233340528e+01 1.051799169616229619e+03 1.019250161356258927e-01 4.116912601982531880e-03 1.572991886959736130e+00 1.730421407744795026e+00 3.021704891155702621e-01 7.005251773085618971e-02 1.016250274789999962e+10 1.902067135509999990e+09 4.101916116116198552e+00 5.035273104251570153e+00 8.553557515975530379e+00 5.939147863889999712e-01 5.245650234249999988e-01 1.574685526578174732e+00 -3.590939731059999929e+01 1.418076318049516227e-01 8.381623269320816888e-03
1.285663052631364600e+01 9.806957027261537405e+02 1.622285620040279652e-01 1.291123392815885125e-02 1.437480218961086020e+00 1.695201884624456978e+00 5.187009507915815165e-01 1.040355697493582643e-01 9.683211777170000076e+09 1.785633828869999886e+09 3.414539126720380846e+00 4.554485379011442348e+00 6.587839106580466897e+00 5.913668887230000282e-01 4.598905021640000146e-01 1.543642670335720446e+00 -2.573682825819999920e+01 2.120341232718863933e-01 1.141434578861788909e-02
1.465194636952431750e+01 9.376686111325941511e+02 2.642055431345528005e-01 2.292124627091108105e-02 1.298353990890506626e+00 1.670146141419587948e+00 7.836152808978467110e-01 9.504952657196173715e-02 9.337642400860000610e+09 1.709739599880000114e+09 2.830080315651845257e+00 4.211581120743236539e+00 5.073172348019590494e+00 5.954269862909999933e-01 4.070510537290000230e-01 1.531876713325604156e+00 -1.892689441370000125e+01 3.224110379429914186e-01 1.705798447436860169e-02
1.614786976625117987e+01 9.124541105991122549e+02 3.341972678834426724e-01 3.169222611854960459e-02 1.198580277764276003e+00 1.662017578582462907e+00 9.708817216056661037e-01 9.976826960559566360e-02 9.374648500680000305e+09 1.739422962509999990e+09 2.375855081979454386e+00 3.946391969804680322e+00 4.036197214193707694e+00 6.126974997490000074e-01 3.636300070749999835e-01 1.484580040254593891e+00 -1.427625253639999947e+01 4.008965515581885963e-01 2.362355692068537211e-02
