1
1  40
 0.0000e+00	 5.3800e+00	 1.0000e+02	 1.0000e+00	;
 2.0777e+00	 5.3957e+00	 9.9709e+01	 1.0000e+00	;
 4.8950e+00	 5.4603e+00	 9.8529e+01	 1.0000e+00	;
 5.6056e+00	 5.4830e+00	 9.7131e+01	 1.0000e+00	;
 6.5644e+00	 5.5171e+00	 9.4020e+01	 1.0000e+00	;
 7.7653e+00	 5.5645e+00	 8.9847e+01	 1.0000e+00	;
 9.2020e+00	 5.6268e+00	 8.4527e+01	 1.0000e+00	;
 1.0864e+01	 5.7042e+00	 7.8054e+01	 1.0000e+00	;
 1.2744e+01	 5.7952e+00	 7.0556e+01	 1.0000e+00	;
 1.4829e+01	 5.8957e+00	 6.2465e+01	 1.0000e+00	;
 1.7107e+01	 5.9987e+00	 5.4647e+01	 1.0000e+00	;
 1.9564e+01	 6.0939e+00	 4.8026e+01	 1.0000e+00	;
 2.2185e+01	 6.1674e+00	 4.2779e+01	 1.0000e+00	;
 2.4956e+01	 6.2015e+00	 3.8753e+01	 1.0000e+00	;
 2.7858e+01	 6.1755e+00	 3.5590e+01	 1.0000e+00	;
 3.0875e+01	 6.0658e+00	 3.3213e+01	 1.0000e+00	;
 3.3990e+01	 5.8467e+00	 3.1653e+01	 1.0000e+00	;
 3.7181e+01	 5.4945e+00	 3.0945e+01	 1.0000e+00	;
 4.0431e+01	 5.1167e+00	 3.0491e+01	 1.0000e+00	;
 4.3720e+01	 4.7757e+00	 2.9968e+01	 1.0000e+00	;
 4.7030e+01	 4.4654e+00	 2.9428e+01	 1.0000e+00	;
 5.0339e+01	 4.1838e+00	 2.8893e+01	 1.0000e+00	;
 5.3628e+01	 3.9297e+00	 2.8376e+01	 1.0000e+00	;
 5.6876e+01	 3.7018e+00	 2.7885e+01	 1.0000e+00	;
 6.0065e+01	 3.4974e+00	 2.7423e+01	 1.0000e+00	;
 6.3177e+01	 3.3135e+00	 2.6992e+01	 1.0000e+00	;
 6.6190e+01	 3.1450e+00	 2.6559e+01	 1.0000e+00	;
 6.9089e+01	 2.9877e+00	 2.6112e+01	 1.0000e+00	;
 7.1854e+01	 2.8386e+00	 2.5693e+01	 1.0000e+00	;
 7.4471e+01	 2.6931e+00	 2.5356e+01	 1.0000e+00	;
 7.6923e+01	 2.5458e+00	 2.5171e+01	 1.0000e+00	;
 7.9195e+01	 2.3958e+00	 2.5171e+01	 1.0000e+00	;
 8.1272e+01	 2.2538e+00	 2.5171e+01	 1.0000e+00	;
 8.3145e+01	 2.1061e+00	 2.5171e+01	 1.0000e+00	;
 8.4801e+01	 1.9483e+00	 2.5171e+01	 1.0000e+00	;
 8.6230e+01	 1.7817e+00	 2.5171e+01	 1.0000e+00	;
 8.7423e+01	 1.5927e+00	 2.5171e+01	 1.0000e+00	;
 8.8374e+01	 1.3784e+00	 2.5171e+01	 1.0000e+00	;
 8.9076e+01	 1.1323e+00	 2.5171e+01	 1.0000e+00	;
 8.9224e+01	 8.2907e-01	 2.5171e+01	 1.0000e+00	;
